"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Passato prossimo: ausiliare con mangiare","Ieri io ___ una pizza.","ho mangiato","sono mangiato","ha mangiato","hai mangiato","Il verbo 'mangiare' usa l'ausiliare 'avere'. Con 'io' si dice 'ho mangiato'."
"Passato prossimo: ausiliare con andare","Maria ___ al cinema ieri sera.","è andata","ha andato","è andato","hanno andato","Il verbo 'andare' usa l'ausiliare 'essere'. Maria è femminile, quindi 'è andata'."
"Passato prossimo: accordo con essere","Le ragazze ___ al parco.","sono andate","sono andati","è andate","hanno andate","Con 'essere', il participio concorda con il soggetto. 'Le ragazze' è femminile plurale: 'andate'."
"Passato prossimo: avere senza accordo","Noi ___ il libro.","abbiamo letto","siamo letti","abbiamo letti","abbiamo letta","Con l'ausiliare 'avere', il participio non cambia: 'abbiamo letto'."
"Passato prossimo: ausiliare con dormire","Stanotte tu ___ bene.","hai dormito","sei dormito","ho dormito","ha dormito","'Dormire' usa l'ausiliare 'avere'. Con 'tu' si dice 'hai dormito'."
"Passato prossimo: ausiliare con arrivare","Il treno ___ in ritardo.","è arrivato","ha arrivato","è arrivata","sono arrivato","'Arrivare' usa 'essere'. 'Il treno' è maschile singolare: 'è arrivato'."
"Passato prossimo: ausiliare con comprare","Loro ___ una macchina nuova.","hanno comprato","sono comprati","ha comprato","abbiamo comprato","'Comprare' usa l'ausiliare 'avere'. Con 'loro' si dice 'hanno comprato'."
"Passato prossimo: accordo femminile","Lucia ___ a Roma la settimana scorsa.","è partita","è partito","ha partito","ha partita","'Partire' usa 'essere'. Lucia è femminile: 'è partita'."
"Passato prossimo: ausiliare con nascere","Mia figlia ___ nel 2020.","è nata","ha nato","è nato","sono nata","'Nascere' usa 'essere'. 'Mia figlia' è femminile: 'è nata'."
"Passato prossimo: ausiliare con scrivere","Marco ___ una lettera.","ha scritto","è scritto","hanno scritto","hai scritto","'Scrivere' usa l'ausiliare 'avere'. Con 'Marco' (lui) si dice 'ha scritto'."
"Passato prossimo: accordo plurale maschile","I ragazzi ___ tardi.","sono tornati","sono tornate","è tornati","hanno tornati","'Tornare' usa 'essere'. 'I ragazzi' è maschile plurale: 'sono tornati'."
"Passato prossimo: ausiliare con vedere","Voi ___ quel film?","avete visto","siete visti","avete vista","ha visto","'Vedere' usa 'avere'. Con 'voi' si dice 'avete visto'."
"Passato prossimo: ausiliare con cadere","Il bambino ___ dalla bicicletta.","è caduto","ha caduto","è caduta","sono caduto","'Cadere' usa 'essere'. 'Il bambino' è maschile singolare: 'è caduto'."
"Verbi riflessivi: svegliarsi al presente","Ogni mattina io ___ alle 7.","mi sveglio","sveglio me","mi sveglia","si sveglio","I verbi riflessivi hanno il pronome riflessivo. Con 'io': 'mi sveglio'."
"Verbi riflessivi: vestirsi al presente","Tu ___ sempre in fretta.","ti vesti","vesti te","si vesti","ti vestì","Con 'tu' il pronome riflessivo è 'ti': 'ti vesti'."
